x,y,z
197,432.5999984741211,c
211,427.5999984741211,c
215,425.5999984741211,c
218,424.5999984741211,c
222,424.5999984741211,c
225,424.5999984741211,c
227,423.5999984741211,c
229,422.5999984741211,c
232,421.5999984741211,c
233,421.5999984741211,c
241,419.5999984741211,c
245,417.5999984741211,c
249,416.5999984741211,c
252,415.5999984741211,c
254,414.5999984741211,c
257,413.5999984741211,c
260,412.5999984741211,c
263,412.5999984741211,c
265,412.5999984741211,c
265,411.5999984741211,c
267,410.5999984741211,c
269,410.5999984741211,c
270,409.5999984741211,c
272,408.5999984741211,c
273,408.5999984741211,c
274,407.5999984741211,c
276,406.5999984741211,c
277,406.5999984741211,c
278,406.5999984741211,c
279,406.5999984741211,c
279,405.5999984741211,c
280,405.5999984741211,c
281,405.5999984741211,c
281,405.5999984741211,c
283,404.5999984741211,c
283,404.5999984741211,c
415,412.5999984741211,c
416,412.5999984741211,c
417,412.5999984741211,c
417,412.5999984741211,c
419,412.5999984741211,c
421,412.5999984741211,c
422,412.5999984741211,c
425,412.5999984741211,c
426,412.5999984741211,c
429,412.5999984741211,c
431,412.5999984741211,c
433,412.5999984741211,c
435,412.5999984741211,c
437,412.5999984741211,c
439,413.5999984741211,c
441,414.5999984741211,c
443,414.5999984741211,c
445,416.5999984741211,c
446,416.5999984741211,c
447,416.5999984741211,c
449,417.5999984741211,c
451,418.5999984741211,c
453,420.5999984741211,c
455,420.5999984741211,c
455,420.5999984741211,c
457,422.5999984741211,c
459,423.5999984741211,c
461,424.5999984741211,c
463,426.5999984741211,c
464,426.5999984741211,c
465,428.5999984741211,c
468,428.5999984741211,c
470,429.5999984741211,c
471,431.5999984741211,c
473,432.5999984741211,c
474,433.5999984741211,c
476,433.5999984741211,c
478,435.5999984741211,c
479,436.5999984741211,c
481,437.5999984741211,c
482,438.5999984741211,c
485,440.5999984741211,c
487,441.5999984741211,c
489,442.5999984741211,c
489,443.5999984741211,c
490,443.5999984741211,c
493,445.5999984741211,c
493,446.5999984741211,c
494,446.5999984741211,c
495,446.5999984741211,c
346,106.60000610351562,d
345,106.60000610351562,d
345,105.60000610351562,d
344,104.60000610351562,d
343,103.60000610351562,d
342,103.60000610351562,d
341,101.60000610351562,d
340,100.60000610351562,d
337,99.60000610351562,d
337,97.60000610351562,d
336,96.60000610351562,d
335,95.60000610351562,d
334,92.60000610351562,d
334,92.60000610351562,d
334,91.60000610351562,d
334,89.60000610351562,d
334,88.60000610351562,d
333,85.60000610351562,d
332,83.60000610351562,d
332,80.60000610351562,d
332,79.60000610351562,d
332,76.60000610351562,d
330,73.60000610351562,d
329,70.60000610351562,d
329,67.60000610351562,d
329,64.60000610351562,d
329,63.600006103515625,d
329,61.600006103515625,d
329,60.600006103515625,d
329,57.600006103515625,d
329,56.600006103515625,d
329,55.600006103515625,d
330,52.600006103515625,d
331,51.600006103515625,d
332,48.600006103515625,d
333,47.600006103515625,d
334,44.600006103515625,d
336,43.600006103515625,d
337,40.600006103515625,d
340,39.600006103515625,d
341,37.600006103515625,d
342,36.600006103515625,d
344,35.600006103515625,d
346,35.600006103515625,d
348,33.600006103515625,d
351,32.600006103515625,d
355,32.600006103515625,d
358,32.600006103515625,d
361,32.600006103515625,d
365,32.600006103515625,d
368,32.600006103515625,d
370,32.600006103515625,d
374,32.600006103515625,d
378,32.600006103515625,d
380,32.600006103515625,d
382,32.600006103515625,d
385,32.600006103515625,d
386,34.600006103515625,d
389,34.600006103515625,d
392,36.600006103515625,d
393,36.600006103515625,d
396,38.600006103515625,d
397,38.600006103515625,d
401,40.600006103515625,d
402,40.600006103515625,d
402,42.600006103515625,d
404,43.600006103515625,d
405,45.600006103515625,d
406,48.600006103515625,d
407,50.600006103515625,d
408,52.600006103515625,d
409,57.600006103515625,d
411,61.600006103515625,d
412,64.60000610351562,d
412,64.60000610351562,d
413,67.60000610351562,d
413,70.60000610351562,d
413,72.60000610351562,d
413,76.60000610351562,d
413,79.60000610351562,d
413,80.60000610351562,d
413,83.60000610351562,d
413,85.60000610351562,d
411,87.60000610351562,d
411,88.60000610351562,d
409,91.60000610351562,d
408,92.60000610351562,d
406,93.60000610351562,d
404,96.60000610351562,d
401,97.60000610351562,d
399,99.60000610351562,d
397,100.60000610351562,d
395,102.60000610351562,d
392,103.60000610351562,d
389,104.60000610351562,d
386,104.60000610351562,d
381,106.60000610351562,d
377,108.60000610351562,d
372,109.60000610351562,d
369,109.60000610351562,d
367,109.60000610351562,d
365,109.60000610351562,d
362,109.60000610351562,d
360,109.60000610351562,d
358,109.60000610351562,d
354,108.60000610351562,d
352,107.60000610351562,d
349,105.60000610351562,d
346,104.60000610351562,d
345,103.60000610351562,d
343,102.60000610351562,d
342,100.60000610351562,d
342,100.60000610351562,d
342,98.60000610351562,d
342,97.60000610351562,d
181,392.5999984741211,d
183,393.5999984741211,d
185,394.5999984741211,d
188,397.5999984741211,d
190,399.5999984741211,d
193,401.5999984741211,d
197,404.5999984741211,d
201,407.5999984741211,d
203,408.5999984741211,d
206,412.5999984741211,d
210,415.5999984741211,d
213,417.5999984741211,d
216,420.5999984741211,d
218,423.5999984741211,d
221,424.5999984741211,d
222,425.5999984741211,d
223,425.5999984741211,d
225,426.5999984741211,d
225,428.5999984741211,d
228,428.5999984741211,d
230,430.5999984741211,d
232,431.5999984741211,d
233,431.5999984741211,d
235,431.5999984741211,d
237,431.5999984741211,d
238,431.5999984741211,d
241,431.5999984741211,d
243,431.5999984741211,d
245,431.5999984741211,d
246,429.5999984741211,d
247,429.5999984741211,d
249,427.5999984741211,d
249,426.5999984741211,d
251,424.5999984741211,d
253,422.5999984741211,d
254,421.5999984741211,d
256,419.5999984741211,d
257,417.5999984741211,d
259,415.5999984741211,d
262,412.5999984741211,d
264,409.5999984741211,d
265,408.5999984741211,d
268,405.5999984741211,d
269,404.5999984741211,d
270,404.5999984741211,d
272,401.5999984741211,d
273,400.5999984741211,d
276,399.5999984741211,d
278,397.5999984741211,d
281,396.5999984741211,d
281,395.5999984741211,d
283,394.5999984741211,d
417,412.5999984741211,d
419,415.5999984741211,d
423,420.5999984741211,d
426,423.5999984741211,d
429,426.5999984741211,d
434,428.5999984741211,d
437,431.5999984741211,d
441,434.5999984741211,d
442,436.5999984741211,d
444,436.5999984741211,d
446,438.5999984741211,d
449,440.5999984741211,d
452,441.5999984741211,d
455,442.5999984741211,d
457,444.5999984741211,d
460,444.5999984741211,d
461,444.5999984741211,d
463,444.5999984741211,d
465,444.5999984741211,d
466,444.5999984741211,d
469,443.5999984741211,d
469,441.5999984741211,d
470,440.5999984741211,d
472,439.5999984741211,d
473,439.5999984741211,d
474,437.5999984741211,d
476,436.5999984741211,d
478,435.5999984741211,d
480,433.5999984741211,d
481,432.5999984741211,d
482,431.5999984741211,d
485,428.5999984741211,d
486,425.5999984741211,d
487,424.5999984741211,d
489,421.5999984741211,d
490,419.5999984741211,d
492,418.5999984741211,d
493,416.5999984741211,d
493,416.5999984741211,d
494,415.5999984741211,d
497,412.5999984741211,d
498,411.5999984741211,d
499,409.5999984741211,d
499,408.5999984741211,d
499,408.5999984741211,d
500,408.5999984741211,d
499,408.5999984741211,d
